ID,Translation-Batak
K14984,http://btkword-rdf.com/B968
K14984,http://btkword-rdf.com/B8958
K14994,http://btkword-rdf.com/B2333
K14994,http://btkword-rdf.com/B6575
K15005,http://btkword-rdf.com/B4363
K15005,http://btkword-rdf.com/B4405
K15018,http://btkword-rdf.com/B1945
K15020,http://btkword-rdf.com/B3288
K15020,http://btkword-rdf.com/B7642
K15036,http://btkword-rdf.com/B3288
K15043,http://btkword-rdf.com/B1800
K15062,http://btkword-rdf.com/B967
K15062,http://btkword-rdf.com/B9536
K15065,http://btkword-rdf.com/B10142
K15083,http://btkword-rdf.com/B2289
K15085,http://btkword-rdf.com/B5251
K15186,http://btkword-rdf.com/B10686
K15191,http://btkword-rdf.com/B10686
K15208,http://btkword-rdf.com/B4661
K15240,http://btkword-rdf.com/B2155
K15240,http://btkword-rdf.com/B4951
K15240,http://btkword-rdf.com/B8027
K15315,http://btkword-rdf.com/B3910
K15536,http://btkword-rdf.com/B1838
K15538,http://btkword-rdf.com/B4687
K15650,http://btkword-rdf.com/B5891
K15650,http://btkword-rdf.com/B6586
K15650,http://btkword-rdf.com/B8897
K15650,http://btkword-rdf.com/B9001
K15708,http://btkword-rdf.com/B2180
K15726,http://btkword-rdf.com/B6602
K15732,http://btkword-rdf.com/B6246
K15762,http://btkword-rdf.com/B9284
K15774,http://btkword-rdf.com/B6709
K15784,http://btkword-rdf.com/B1118
K15785,http://btkword-rdf.com/B7538
K15821,http://btkword-rdf.com/B1713
K15821,http://btkword-rdf.com/B5137
K15824,http://btkword-rdf.com/B303
K15824,http://btkword-rdf.com/B6251
K15833,http://btkword-rdf.com/B1719
K15833,http://btkword-rdf.com/B9449
K15833,http://btkword-rdf.com/B9463
K15833,http://btkword-rdf.com/B9724
K15835,http://btkword-rdf.com/B6691
K15843,http://btkword-rdf.com/B704
K15850,http://btkword-rdf.com/B5045
K15862,http://btkword-rdf.com/B7052
K15938,http://btkword-rdf.com/B870
K15950,http://btkword-rdf.com/B3500
K15950,http://btkword-rdf.com/B3501
K15986,http://btkword-rdf.com/B5455
K16068,http://btkword-rdf.com/B9359
K16112,http://btkword-rdf.com/B3674
K16112,http://btkword-rdf.com/B6056
K16221,http://btkword-rdf.com/B4587
K16324,http://btkword-rdf.com/B2829
K16324,http://btkword-rdf.com/B4835
K16373,http://btkword-rdf.com/B10505
K16560,http://btkword-rdf.com/B8181
K16574,http://btkword-rdf.com/B2723
K16651,http://btkword-rdf.com/B10707
K16815,http://btkword-rdf.com/B6543
K16825,http://btkword-rdf.com/B2829
K16868,http://btkword-rdf.com/B4825
K16871,http://btkword-rdf.com/B11108
K16874,http://btkword-rdf.com/B7021
K16878,http://btkword-rdf.com/B2293
K16878,http://btkword-rdf.com/B9143
K16900,http://btkword-rdf.com/B3348
K16913,http://btkword-rdf.com/B4374
K16917,http://btkword-rdf.com/B8989
K16918,http://btkword-rdf.com/B3088
K16926,http://btkword-rdf.com/B3060
K16926,http://btkword-rdf.com/B6361
K16931,http://btkword-rdf.com/B2314
K16945,http://btkword-rdf.com/B2590
K16945,http://btkword-rdf.com/B9242
K16948,http://btkword-rdf.com/B2321
K16962,http://btkword-rdf.com/B2325
K16987,http://btkword-rdf.com/B2399
K16987,http://btkword-rdf.com/B4346
K16987,http://btkword-rdf.com/B8965
K17010,http://btkword-rdf.com/B3027
K17010,http://btkword-rdf.com/B3807
K17010,http://btkword-rdf.com/B6672
K17010,http://btkword-rdf.com/B10916
K17044,http://btkword-rdf.com/B5126
K17044,http://btkword-rdf.com/B7475
K17049,http://btkword-rdf.com/B2665
K17064,http://btkword-rdf.com/B8354
K17095,http://btkword-rdf.com/B3270
K17095,http://btkword-rdf.com/B6174
K17108,http://btkword-rdf.com/B7847
K17108,http://btkword-rdf.com/B10144
K17162,http://btkword-rdf.com/B2776
K17184,http://btkword-rdf.com/B3010
K17184,http://btkword-rdf.com/B9343
K17191,http://btkword-rdf.com/B7499
K17197,http://btkword-rdf.com/B9364
K17201,http://btkword-rdf.com/B4648
K17202,http://btkword-rdf.com/B2708
K17202,http://btkword-rdf.com/B8468
K17202,http://btkword-rdf.com/B9473
K17204,http://btkword-rdf.com/B1736
K17212,http://btkword-rdf.com/B2315
K17212,http://btkword-rdf.com/B2427
K17216,http://btkword-rdf.com/B2510
K17229,http://btkword-rdf.com/B2100
K17243,http://btkword-rdf.com/B9141
K17247,http://btkword-rdf.com/B9243
K17259,http://btkword-rdf.com/B4346
K17262,http://btkword-rdf.com/B8104
K17277,http://btkword-rdf.com/B7611
K17278,http://btkword-rdf.com/B1102
K17278,http://btkword-rdf.com/B2869
K17365,http://btkword-rdf.com/B2316
K17367,http://btkword-rdf.com/B2488
K17367,http://btkword-rdf.com/B3165
K17421,http://btkword-rdf.com/B3192
K17421,http://btkword-rdf.com/B8161
K17421,http://btkword-rdf.com/B8188
K17447,http://btkword-rdf.com/B4901
K17450,http://btkword-rdf.com/B2231
K17482,http://btkword-rdf.com/B9781
K17482,http://btkword-rdf.com/B10278
K17505,http://btkword-rdf.com/B7556
K17522,http://btkword-rdf.com/B768
K17555,http://btkword-rdf.com/B110
K17584,http://btkword-rdf.com/B4077
K17619,http://btkword-rdf.com/B2331
K17643,http://btkword-rdf.com/B2647
K17643,http://btkword-rdf.com/B4884
K17675,http://btkword-rdf.com/B2648
K17675,http://btkword-rdf.com/B3564
K17675,http://btkword-rdf.com/B5122
K17677,http://btkword-rdf.com/B3970
K17685,http://btkword-rdf.com/B3382
K17685,http://btkword-rdf.com/B10374
K17689,http://btkword-rdf.com/B2337
K17713,http://btkword-rdf.com/B9634
K17715,http://btkword-rdf.com/B7618
K17730,http://btkword-rdf.com/B2359
K17750,http://btkword-rdf.com/B10274
K17768,http://btkword-rdf.com/B2516
K17768,http://btkword-rdf.com/B2540
K17773,http://btkword-rdf.com/B2528
K17792,http://btkword-rdf.com/B2798
K17792,http://btkword-rdf.com/B4042
K17808,http://btkword-rdf.com/B1618
K17808,http://btkword-rdf.com/B1619
K17808,http://btkword-rdf.com/B6692
K17812,http://btkword-rdf.com/B2516
K17828,http://btkword-rdf.com/B2364
K17875,http://btkword-rdf.com/B8794
K17891,http://btkword-rdf.com/B7153
K17898,http://btkword-rdf.com/B3522
K17898,http://btkword-rdf.com/B8071
K17898,http://btkword-rdf.com/B9013
K17904,http://btkword-rdf.com/B2474
K17912,http://btkword-rdf.com/B3507
K17915,http://btkword-rdf.com/B2287
K17915,http://btkword-rdf.com/B11023
K17942,http://btkword-rdf.com/B8290
K17945,http://btkword-rdf.com/B3495
K17945,http://btkword-rdf.com/B3790
K17945,http://btkword-rdf.com/B5568
K17957,http://btkword-rdf.com/B4689
K17957,http://btkword-rdf.com/B9552
K17962,http://btkword-rdf.com/B3348
K17970,http://btkword-rdf.com/B1358
K17970,http://btkword-rdf.com/B2285
K17970,http://btkword-rdf.com/B2657
K17970,http://btkword-rdf.com/B2688
K17970,http://btkword-rdf.com/B6040
K17970,http://btkword-rdf.com/B10446
K17975,http://btkword-rdf.com/B2909
K17975,http://btkword-rdf.com/B8268
K17983,http://btkword-rdf.com/B2703
K17983,http://btkword-rdf.com/B7428
K17987,http://btkword-rdf.com/B7593
K17998,http://btkword-rdf.com/B2690
K18019,http://btkword-rdf.com/B6616
K18019,http://btkword-rdf.com/B10491
K18022,http://btkword-rdf.com/B3507
K18022,http://btkword-rdf.com/B6040
K18036,http://btkword-rdf.com/B9618
K18049,http://btkword-rdf.com/B2658
K18049,http://btkword-rdf.com/B7520
K18049,http://btkword-rdf.com/B7545
K18049,http://btkword-rdf.com/B10351
K18062,http://btkword-rdf.com/B2587
K18062,http://btkword-rdf.com/B10325
K18062,http://btkword-rdf.com/B10664
K18070,http://btkword-rdf.com/B3022
K18070,http://btkword-rdf.com/B9029
K18085,http://btkword-rdf.com/B2751
K18165,http://btkword-rdf.com/B3255
K18165,http://btkword-rdf.com/B3519
K18172,http://btkword-rdf.com/B2231
K18172,http://btkword-rdf.com/B2800
K18172,http://btkword-rdf.com/B3453
K18174,http://btkword-rdf.com/B2331
K18183,http://btkword-rdf.com/B2491
K18183,http://btkword-rdf.com/B8965
K18190,http://btkword-rdf.com/B4797
K18190,http://btkword-rdf.com/B10948
K18207,http://btkword-rdf.com/B2462
K18210,http://btkword-rdf.com/B3222
K18226,http://btkword-rdf.com/B8305
K18267,http://btkword-rdf.com/B2457
K18337,http://btkword-rdf.com/B2469
K18337,http://btkword-rdf.com/B6778
K18354,http://btkword-rdf.com/B7862
K18377,http://btkword-rdf.com/B3405
K18377,http://btkword-rdf.com/B7482
K18379,http://btkword-rdf.com/B6533
K18379,http://btkword-rdf.com/B6646
K18413,http://btkword-rdf.com/B6535
K18413,http://btkword-rdf.com/B6718
K18413,http://btkword-rdf.com/B6749
K18416,http://btkword-rdf.com/B2130
K18416,http://btkword-rdf.com/B2245
K18416,http://btkword-rdf.com/B3670
K18416,http://btkword-rdf.com/B6730
K18423,http://btkword-rdf.com/B2754
K18423,http://btkword-rdf.com/B9448
K18446,http://btkword-rdf.com/B7659
K18453,http://btkword-rdf.com/B2763
K18462,http://btkword-rdf.com/B3505
K18462,http://btkword-rdf.com/B6502
K18472,http://btkword-rdf.com/B4070
K18472,http://btkword-rdf.com/B6402
K18483,http://btkword-rdf.com/B4116
K18483,http://btkword-rdf.com/B5347
K18485,http://btkword-rdf.com/B6786
K18490,http://btkword-rdf.com/B3220
K18490,http://btkword-rdf.com/B6378
K18490,http://btkword-rdf.com/B8817
K18493,http://btkword-rdf.com/B8158
K18511,http://btkword-rdf.com/B1986
K18511,http://btkword-rdf.com/B2565
K18517,http://btkword-rdf.com/B2565
K18517,http://btkword-rdf.com/B10858
K18519,http://btkword-rdf.com/B10858
K18524,http://btkword-rdf.com/B763
K18562,http://btkword-rdf.com/B6558
K18651,http://btkword-rdf.com/B6759
K18656,http://btkword-rdf.com/B2226
K18677,http://btkword-rdf.com/B10458
K18689,http://btkword-rdf.com/B2857
K18689,http://btkword-rdf.com/B7058
K18710,http://btkword-rdf.com/B2375
K18721,http://btkword-rdf.com/B3790
K18730,http://btkword-rdf.com/B6537
K18733,http://btkword-rdf.com/B6726
K18733,http://btkword-rdf.com/B6732
K18738,http://btkword-rdf.com/B2700
K18769,http://btkword-rdf.com/B8736
K18771,http://btkword-rdf.com/B7983
K18782,http://btkword-rdf.com/B2750
K18782,http://btkword-rdf.com/B6749
K18782,http://btkword-rdf.com/B11176
K18784,http://btkword-rdf.com/B6110
K18790,http://btkword-rdf.com/B6527
K18790,http://btkword-rdf.com/B8368
K18797,http://btkword-rdf.com/B2233
K18797,http://btkword-rdf.com/B2846
K18797,http://btkword-rdf.com/B3790
K18797,http://btkword-rdf.com/B3815
K18797,http://btkword-rdf.com/B3861
K18797,http://btkword-rdf.com/B3864
K18797,http://btkword-rdf.com/B6666
K18797,http://btkword-rdf.com/B11067
K18830,http://btkword-rdf.com/B7355
K18885,http://btkword-rdf.com/B9443
K18886,http://btkword-rdf.com/B2850
K18886,http://btkword-rdf.com/B2883
K18889,http://btkword-rdf.com/B2773
K18923,http://btkword-rdf.com/B2788
K18925,http://btkword-rdf.com/B8682
K18932,http://btkword-rdf.com/B8682
K18949,http://btkword-rdf.com/B7926
K18950,http://btkword-rdf.com/B2437
K18950,http://btkword-rdf.com/B7733
K18952,http://btkword-rdf.com/B2793
K18958,http://btkword-rdf.com/B812
K18958,http://btkword-rdf.com/B5067
K18958,http://btkword-rdf.com/B5245
K18981,http://btkword-rdf.com/B11080
K18984,http://btkword-rdf.com/B2829
K18987,http://btkword-rdf.com/B2291
K18989,http://btkword-rdf.com/B2849
K18989,http://btkword-rdf.com/B3861
K18989,http://btkword-rdf.com/B3864
K19003,http://btkword-rdf.com/B2437
K19006,http://btkword-rdf.com/B6218
K19006,http://btkword-rdf.com/B6875
K19024,http://btkword-rdf.com/B2585
K19024,http://btkword-rdf.com/B2900
K19033,http://btkword-rdf.com/B1983
K19033,http://btkword-rdf.com/B10565
K19048,http://btkword-rdf.com/B2888
K19058,http://btkword-rdf.com/B3199
K19058,http://btkword-rdf.com/B3568
K19066,http://btkword-rdf.com/B2894
K19091,http://btkword-rdf.com/B1618
K19094,http://btkword-rdf.com/B9680
K19113,http://btkword-rdf.com/B3964
K19113,http://btkword-rdf.com/B7005
K19113,http://btkword-rdf.com/B8470
K19113,http://btkword-rdf.com/B9256
K19136,http://btkword-rdf.com/B8567
K19137,http://btkword-rdf.com/B35
K19137,http://btkword-rdf.com/B51
K19137,http://btkword-rdf.com/B52
K19150,http://btkword-rdf.com/B51
K19150,http://btkword-rdf.com/B52
K19150,http://btkword-rdf.com/B8194
K19150,http://btkword-rdf.com/B8195
K19171,http://btkword-rdf.com/B1776
K19180,http://btkword-rdf.com/B903
K19180,http://btkword-rdf.com/B2746
K19180,http://btkword-rdf.com/B5183
K19180,http://btkword-rdf.com/B6859
K19180,http://btkword-rdf.com/B7783
K19182,http://btkword-rdf.com/B5106
K19204,http://btkword-rdf.com/B10420
K19210,http://btkword-rdf.com/B4605
K19270,http://btkword-rdf.com/B1328
K19279,http://btkword-rdf.com/B479
K19284,http://btkword-rdf.com/B3046
K19286,http://btkword-rdf.com/B961
K19320,http://btkword-rdf.com/B4722
K19320,http://btkword-rdf.com/B4916
K19332,http://btkword-rdf.com/B3319
K19339,http://btkword-rdf.com/B968
K19339,http://btkword-rdf.com/B4794
K19340,http://btkword-rdf.com/B227
K19349,http://btkword-rdf.com/B8637
K19354,http://btkword-rdf.com/B4701
K19354,http://btkword-rdf.com/B4845
K19371,http://btkword-rdf.com/B1583
K19371,http://btkword-rdf.com/B1812
K19371,http://btkword-rdf.com/B2537
K19371,http://btkword-rdf.com/B2714
K19371,http://btkword-rdf.com/B2718
K19371,http://btkword-rdf.com/B3229
K19371,http://btkword-rdf.com/B4680
K19371,http://btkword-rdf.com/B7989
K19371,http://btkword-rdf.com/B8299
K19371,http://btkword-rdf.com/B8806
K19372,http://btkword-rdf.com/B4780
K19372,http://btkword-rdf.com/B4930
K19387,http://btkword-rdf.com/B4848
K19398,http://btkword-rdf.com/B4841
K19398,http://btkword-rdf.com/B5166
K19398,http://btkword-rdf.com/B10476
K19405,http://btkword-rdf.com/B1019
K19431,http://btkword-rdf.com/B519
K19431,http://btkword-rdf.com/B3544
K19431,http://btkword-rdf.com/B3577
K19431,http://btkword-rdf.com/B5446
K19431,http://btkword-rdf.com/B8507
K19431,http://btkword-rdf.com/B8575
K19431,http://btkword-rdf.com/B10467
K19433,http://btkword-rdf.com/B657
K19433,http://btkword-rdf.com/B900
K19433,http://btkword-rdf.com/B5918
K19435,http://btkword-rdf.com/B526
K19440,http://btkword-rdf.com/B9494
K19441,http://btkword-rdf.com/B11051
K19447,http://btkword-rdf.com/B7901
K19447,http://btkword-rdf.com/B8355
K19447,http://btkword-rdf.com/B8634
K19450,http://btkword-rdf.com/B573
K19450,http://btkword-rdf.com/B3249
K19450,http://btkword-rdf.com/B3475
K19450,http://btkword-rdf.com/B9197
K19462,http://btkword-rdf.com/B551
K19462,http://btkword-rdf.com/B606
K19500,http://btkword-rdf.com/B554
K19555,http://btkword-rdf.com/B676
K19555,http://btkword-rdf.com/B3238
K19579,http://btkword-rdf.com/B582
K19579,http://btkword-rdf.com/B7728
K19581,http://btkword-rdf.com/B10909
K19621,http://btkword-rdf.com/B420
K19621,http://btkword-rdf.com/B3848
K19624,http://btkword-rdf.com/B4024
K19624,http://btkword-rdf.com/B7548
K19633,http://btkword-rdf.com/B2632
K19633,http://btkword-rdf.com/B6613
K19652,http://btkword-rdf.com/B6957
K19663,http://btkword-rdf.com/B635
K19672,http://btkword-rdf.com/B8183
K19684,http://btkword-rdf.com/B10879
K19690,http://btkword-rdf.com/B6957
K19699,http://btkword-rdf.com/B1320
K19699,http://btkword-rdf.com/B4141
K19701,http://btkword-rdf.com/B3347
K19701,http://btkword-rdf.com/B3348
K19701,http://btkword-rdf.com/B3348
K19701,http://btkword-rdf.com/B9314
K19750,http://btkword-rdf.com/B6702
K19750,http://btkword-rdf.com/B7736
K19760,http://btkword-rdf.com/B6608
K19779,http://btkword-rdf.com/B135
K19779,http://btkword-rdf.com/B781
K19779,http://btkword-rdf.com/B6622
K19781,http://btkword-rdf.com/B4667
K19781,http://btkword-rdf.com/B4823
K19781,http://btkword-rdf.com/B6222
K19781,http://btkword-rdf.com/B6234
K19804,http://btkword-rdf.com/B5145
K19804,http://btkword-rdf.com/B10610
K19880,http://btkword-rdf.com/B529
K19880,http://btkword-rdf.com/B534
K19882,http://btkword-rdf.com/B10809
K19935,http://btkword-rdf.com/B3902
K19935,http://btkword-rdf.com/B7166
K19939,http://btkword-rdf.com/B6417
K19939,http://btkword-rdf.com/B10889
K19965,http://btkword-rdf.com/B3918
K19982,http://btkword-rdf.com/B4930
K19982,http://btkword-rdf.com/B4957
K19982,http://btkword-rdf.com/B5030
K19982,http://btkword-rdf.com/B5327
K20002,http://btkword-rdf.com/B4133
K20016,http://btkword-rdf.com/B522
K20016,http://btkword-rdf.com/B4879
K20019,http://btkword-rdf.com/B1121
K20031,http://btkword-rdf.com/B5745
K20032,http://btkword-rdf.com/B5924
K20032,http://btkword-rdf.com/B9406
K20032,http://btkword-rdf.com/B9485
K20032,http://btkword-rdf.com/B9486
K20127,http://btkword-rdf.com/B9262
K20130,http://btkword-rdf.com/B2192
K20130,http://btkword-rdf.com/B4095
K20130,http://btkword-rdf.com/B6693
K20130,http://btkword-rdf.com/B9447
K20150,http://btkword-rdf.com/B1193
K20150,http://btkword-rdf.com/B5122
K20166,http://btkword-rdf.com/B1119
K20166,http://btkword-rdf.com/B2274
K20166,http://btkword-rdf.com/B4493
K20166,http://btkword-rdf.com/B9548
K20263,http://btkword-rdf.com/B4137
K20263,http://btkword-rdf.com/B8658
K20263,http://btkword-rdf.com/B9369
K20263,http://btkword-rdf.com/B9722
K20297,http://btkword-rdf.com/B10915
K20334,http://btkword-rdf.com/B10892
K20339,http://btkword-rdf.com/B238
K20352,http://btkword-rdf.com/B7608
K20352,http://btkword-rdf.com/B10357
K20361,http://btkword-rdf.com/B9104
K20373,http://btkword-rdf.com/B7269
K20373,http://btkword-rdf.com/B10923
K20441,http://btkword-rdf.com/B4506
K20447,http://btkword-rdf.com/B11009
K20532,http://btkword-rdf.com/B3216
K20566,http://btkword-rdf.com/B11193
K20570,http://btkword-rdf.com/B3941
K20573,http://btkword-rdf.com/B542
K20573,http://btkword-rdf.com/B612
K20573,http://btkword-rdf.com/B918
K20573,http://btkword-rdf.com/B1773
K20585,http://btkword-rdf.com/B4096
K20590,http://btkword-rdf.com/B1284
K20597,http://btkword-rdf.com/B3974
K20597,http://btkword-rdf.com/B3979
K20597,http://btkword-rdf.com/B4036
K20604,http://btkword-rdf.com/B3979
K20604,http://btkword-rdf.com/B4036
K20604,http://btkword-rdf.com/B6582
K20610,http://btkword-rdf.com/B3979
K20629,http://btkword-rdf.com/B1680
K20721,http://btkword-rdf.com/B3920
K20727,http://btkword-rdf.com/B1840
K20735,http://btkword-rdf.com/B2379
K20831,http://btkword-rdf.com/B4019
K20831,http://btkword-rdf.com/B7675
K20831,http://btkword-rdf.com/B7849
K20831,http://btkword-rdf.com/B9830
K20831,http://btkword-rdf.com/B10059
K20832,http://btkword-rdf.com/B1505
K20832,http://btkword-rdf.com/B2793
K20835,http://btkword-rdf.com/B2693
K20835,http://btkword-rdf.com/B3533
K20835,http://btkword-rdf.com/B7577
K20842,http://btkword-rdf.com/B10707
K20910,http://btkword-rdf.com/B1960
K20910,http://btkword-rdf.com/B3916
K20910,http://btkword-rdf.com/B6569
K20910,http://btkword-rdf.com/B10708
K20931,http://btkword-rdf.com/B1810
K20942,http://btkword-rdf.com/B7860
K21089,http://btkword-rdf.com/B149
K21092,http://btkword-rdf.com/B9515
K21115,http://btkword-rdf.com/B4948
K21115,http://btkword-rdf.com/B8530
K21115,http://btkword-rdf.com/B9515
K21182,http://btkword-rdf.com/B9454
K21191,http://btkword-rdf.com/B2208
K21199,http://btkword-rdf.com/B694
K21199,http://btkword-rdf.com/B695
K21199,http://btkword-rdf.com/B2002
K21199,http://btkword-rdf.com/B4137
K21199,http://btkword-rdf.com/B4289
K21199,http://btkword-rdf.com/B10957
K21359,http://btkword-rdf.com/B4029
K21370,http://btkword-rdf.com/B2590
K21370,http://btkword-rdf.com/B3184
K21370,http://btkword-rdf.com/B3475
K21370,http://btkword-rdf.com/B3968
K21370,http://btkword-rdf.com/B5123
K21370,http://btkword-rdf.com/B9242
K21373,http://btkword-rdf.com/B6742
K21373,http://btkword-rdf.com/B7640
K21380,http://btkword-rdf.com/B6053
K21385,http://btkword-rdf.com/B5732
K21385,http://btkword-rdf.com/B6642
K21390,http://btkword-rdf.com/B428
K21390,http://btkword-rdf.com/B1813
K21390,http://btkword-rdf.com/B5166
K21390,http://btkword-rdf.com/B5205
K21390,http://btkword-rdf.com/B7556
K21431,http://btkword-rdf.com/B4094
K21503,http://btkword-rdf.com/B2208
K21504,http://btkword-rdf.com/B4047
K21606,http://btkword-rdf.com/B3969
K21606,http://btkword-rdf.com/B7786
K21606,http://btkword-rdf.com/B7789
K21620,http://btkword-rdf.com/B6669
K21620,http://btkword-rdf.com/B10269
K21687,http://btkword-rdf.com/B895
K21687,http://btkword-rdf.com/B4643
K21687,http://btkword-rdf.com/B10760
K21710,http://btkword-rdf.com/B368
K21710,http://btkword-rdf.com/B7382
K21711,http://btkword-rdf.com/B4863
K21716,http://btkword-rdf.com/B4084
K21720,http://btkword-rdf.com/B4086
K21724,http://btkword-rdf.com/B3570
K21724,http://btkword-rdf.com/B6010
K21724,http://btkword-rdf.com/B7736
K21746,http://btkword-rdf.com/B3969
K21746,http://btkword-rdf.com/B4099
K21763,http://btkword-rdf.com/B9069
K21859,http://btkword-rdf.com/B7554
K21859,http://btkword-rdf.com/B9534
K21872,http://btkword-rdf.com/B8171
K21872,http://btkword-rdf.com/B8917
K21874,http://btkword-rdf.com/B1411
K21898,http://btkword-rdf.com/B7905
K21908,http://btkword-rdf.com/B3865
K21908,http://btkword-rdf.com/B6440
K21908,http://btkword-rdf.com/B6442
K21909,http://btkword-rdf.com/B3941
K21912,http://btkword-rdf.com/B2777
K21912,http://btkword-rdf.com/B10433
K21914,http://btkword-rdf.com/B6569
K21916,http://btkword-rdf.com/B906
K21931,http://btkword-rdf.com/B4163
K21932,http://btkword-rdf.com/B10423
K21946,http://btkword-rdf.com/B441
K21946,http://btkword-rdf.com/B492
K21946,http://btkword-rdf.com/B2281
K21946,http://btkword-rdf.com/B4132
K21946,http://btkword-rdf.com/B4827
K21946,http://btkword-rdf.com/B8836
K21952,http://btkword-rdf.com/B7831
K21952,http://btkword-rdf.com/B7888
K21964,http://btkword-rdf.com/B7642
K21980,http://btkword-rdf.com/B4144
K21990,http://btkword-rdf.com/B4147
K21990,http://btkword-rdf.com/B4277
K21990,http://btkword-rdf.com/B4534
K21991,http://btkword-rdf.com/B7320
K21992,http://btkword-rdf.com/B4489
K21996,http://btkword-rdf.com/B4154
K22035,http://btkword-rdf.com/B2062
K22035,http://btkword-rdf.com/B2124
K22047,http://btkword-rdf.com/B5351
K22096,http://btkword-rdf.com/B5081
K22103,http://btkword-rdf.com/B4042
K22108,http://btkword-rdf.com/B1727
K22108,http://btkword-rdf.com/B7675
K22108,http://btkword-rdf.com/B7706
K22108,http://btkword-rdf.com/B7933
K22122,http://btkword-rdf.com/B4409
K22122,http://btkword-rdf.com/B7733
K22159,http://btkword-rdf.com/B7949
K22173,http://btkword-rdf.com/B4195
K22177,http://btkword-rdf.com/B465
K22194,http://btkword-rdf.com/B3139
K22203,http://btkword-rdf.com/B9721
K22221,http://btkword-rdf.com/B1724
K22237,http://btkword-rdf.com/B5314
K22243,http://btkword-rdf.com/B11045
K22246,http://btkword-rdf.com/B9508
K22248,http://btkword-rdf.com/B9508
K22252,http://btkword-rdf.com/B2952
K22278,http://btkword-rdf.com/B2100
K22286,http://btkword-rdf.com/B876
K22286,http://btkword-rdf.com/B3474
K22293,http://btkword-rdf.com/B6665
K22295,http://btkword-rdf.com/B4236
K22295,http://btkword-rdf.com/B6773
K22295,http://btkword-rdf.com/B9598
K22298,http://btkword-rdf.com/B4239
K22303,http://btkword-rdf.com/B10118
K22308,http://btkword-rdf.com/B8731
K22316,http://btkword-rdf.com/B4707
K22327,http://btkword-rdf.com/B3548
K22344,http://btkword-rdf.com/B4959
K22344,http://btkword-rdf.com/B5330
K22344,http://btkword-rdf.com/B8164
K22350,http://btkword-rdf.com/B4258
K22368,http://btkword-rdf.com/B10616
K22373,http://btkword-rdf.com/B2062
K22373,http://btkword-rdf.com/B4161
K22373,http://btkword-rdf.com/B7866
K22373,http://btkword-rdf.com/B8571
K22454,http://btkword-rdf.com/B781
K22454,http://btkword-rdf.com/B1644
K22454,http://btkword-rdf.com/B1816
K22454,http://btkword-rdf.com/B6622
K22454,http://btkword-rdf.com/B8453
K22454,http://btkword-rdf.com/B10182
K22454,http://btkword-rdf.com/B10320
K22454,http://btkword-rdf.com/B10489
K22454,http://btkword-rdf.com/B10759
K22472,http://btkword-rdf.com/B7002
K22472,http://btkword-rdf.com/B9796
K22480,http://btkword-rdf.com/B191
K22480,http://btkword-rdf.com/B296
K22521,http://btkword-rdf.com/B7695
K22521,http://btkword-rdf.com/B10438
K22541,http://btkword-rdf.com/B1245
K22541,http://btkword-rdf.com/B4381
K22546,http://btkword-rdf.com/B1975
K22571,http://btkword-rdf.com/B516
K22571,http://btkword-rdf.com/B2145
K22571,http://btkword-rdf.com/B4162
K22574,http://btkword-rdf.com/B6049
K22586,http://btkword-rdf.com/B3163
K22586,http://btkword-rdf.com/B6237
K22586,http://btkword-rdf.com/B6879
K22586,http://btkword-rdf.com/B7254
K22586,http://btkword-rdf.com/B9937
K22586,http://btkword-rdf.com/B9998
K22586,http://btkword-rdf.com/B10173
K22586,http://btkword-rdf.com/B10382
K22592,http://btkword-rdf.com/B1611
K22592,http://btkword-rdf.com/B1652
K22592,http://btkword-rdf.com/B4459
K22592,http://btkword-rdf.com/B4477
K22592,http://btkword-rdf.com/B8197
K22606,http://btkword-rdf.com/B5609
K22627,http://btkword-rdf.com/B8325
K22639,http://btkword-rdf.com/B3492
K22657,http://btkword-rdf.com/B3972
K22668,http://btkword-rdf.com/B129
K22675,http://btkword-rdf.com/B4431
K22675,http://btkword-rdf.com/B9136
K22728,http://btkword-rdf.com/B4441
K22734,http://btkword-rdf.com/B4319
K22743,http://btkword-rdf.com/B4462
K22749,http://btkword-rdf.com/B2090
K22749,http://btkword-rdf.com/B10329
K22749,http://btkword-rdf.com/B11028
K22751,http://btkword-rdf.com/B7833
K22751,http://btkword-rdf.com/B8354
K22769,http://btkword-rdf.com/B1353
K22769,http://btkword-rdf.com/B6416
K22772,http://btkword-rdf.com/B2394
K22772,http://btkword-rdf.com/B3187
K22779,http://btkword-rdf.com/B4454
K22801,http://btkword-rdf.com/B4253
K22801,http://btkword-rdf.com/B8534
K22808,http://btkword-rdf.com/B1403
K22808,http://btkword-rdf.com/B4456
K22808,http://btkword-rdf.com/B4460
K22812,http://btkword-rdf.com/B6997
K22854,http://btkword-rdf.com/B10350
K22856,http://btkword-rdf.com/B7958
K22868,http://btkword-rdf.com/B11120
K22884,http://btkword-rdf.com/B6160
K22909,http://btkword-rdf.com/B2757
K22927,http://btkword-rdf.com/B8518
K22927,http://btkword-rdf.com/B8523
K22937,http://btkword-rdf.com/B2555
K22937,http://btkword-rdf.com/B2559
K22940,http://btkword-rdf.com/B605
K22940,http://btkword-rdf.com/B1288
K22940,http://btkword-rdf.com/B3866
K22940,http://btkword-rdf.com/B6043
K22947,http://btkword-rdf.com/B1890
K22947,http://btkword-rdf.com/B3351
