ID,Translation-English
K10727,http://wordnet-rdf.princeton.edu/wn31/109202673-n
K10727,http://wordnet-rdf.princeton.edu/wn31/200770823-v
K10728,http://wordnet-rdf.princeton.edu/wn31/113896000-n
K10728,http://wordnet-rdf.princeton.edu/wn31/301438382-s
K10728,http://wordnet-rdf.princeton.edu/wn31/302177148-s
K10732,http://wordnet-rdf.princeton.edu/wn31/113938056-n
K10732,http://wordnet-rdf.princeton.edu/wn31/302053619-s
K10735,http://wordnet-rdf.princeton.edu/wn31/105620592-n
K10735,http://wordnet-rdf.princeton.edu/wn31/107480116-n
K10735,http://wordnet-rdf.princeton.edu/wn31/108631308-n
K10735,http://wordnet-rdf.princeton.edu/wn31/108649998-n
K10735,http://wordnet-rdf.princeton.edu/wn31/200074774-v
K10735,http://wordnet-rdf.princeton.edu/wn31/200470295-v
K10735,http://wordnet-rdf.princeton.edu/wn31/200541016-v
K10735,http://wordnet-rdf.princeton.edu/wn31/200541016-v
K10735,http://wordnet-rdf.princeton.edu/wn31/200541181-v
K10735,http://wordnet-rdf.princeton.edu/wn31/200541181-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201043170-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201080280-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201348685-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201348685-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201349486-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201349486-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201582662-v
K10735,http://wordnet-rdf.princeton.edu/wn31/201648963-v
K10735,http://wordnet-rdf.princeton.edu/wn31/202145103-v
K10735,http://wordnet-rdf.princeton.edu/wn31/202363033-v
K10735,http://wordnet-rdf.princeton.edu/wn31/202430309-v
K10735,http://wordnet-rdf.princeton.edu/wn31/202431018-v
K10735,http://wordnet-rdf.princeton.edu/wn31/202431018-v
K10735,http://wordnet-rdf.princeton.edu/wn31/202750526-v
K10735,http://wordnet-rdf.princeton.edu/wn31/300036367-s
K10735,http://wordnet-rdf.princeton.edu/wn31/300186809-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301313228-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301452245-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301626686-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301656822-a
K10735,http://wordnet-rdf.princeton.edu/wn31/301657344-a
K10735,http://wordnet-rdf.princeton.edu/wn31/301658803-a
K10735,http://wordnet-rdf.princeton.edu/wn31/301663543-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301664425-a
K10735,http://wordnet-rdf.princeton.edu/wn31/301709214-a
K10735,http://wordnet-rdf.princeton.edu/wn31/301867850-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301892719-s
K10735,http://wordnet-rdf.princeton.edu/wn31/301992330-a
K10735,http://wordnet-rdf.princeton.edu/wn31/302010453-s
K10735,http://wordnet-rdf.princeton.edu/wn31/302094323-s
K10735,http://wordnet-rdf.princeton.edu/wn31/302138201-s
K10735,http://wordnet-rdf.princeton.edu/wn31/302239857-s
K10735,http://wordnet-rdf.princeton.edu/wn31/302370095-s
K10736,http://wordnet-rdf.princeton.edu/wn31/113905296-n
K10736,http://wordnet-rdf.princeton.edu/wn31/115160386-n
K10738,http://wordnet-rdf.princeton.edu/wn31/300693960-s
K10738,http://wordnet-rdf.princeton.edu/wn31/301502652-s
K10746,http://wordnet-rdf.princeton.edu/wn31/102882329-n
K10746,http://wordnet-rdf.princeton.edu/wn31/104987712-n
K10747,http://wordnet-rdf.princeton.edu/wn31/103797581-n
K10747,http://wordnet-rdf.princeton.edu/wn31/103797867-n
K10747,http://wordnet-rdf.princeton.edu/wn31/104779796-n
K10747,http://wordnet-rdf.princeton.edu/wn31/109093847-n
K10747,http://wordnet-rdf.princeton.edu/wn31/109325914-n
K10747,http://wordnet-rdf.princeton.edu/wn31/201664534-v
K10748,http://wordnet-rdf.princeton.edu/wn31/109293641-n
K10750,http://wordnet-rdf.princeton.edu/wn31/100154781-n
K10750,http://wordnet-rdf.princeton.edu/wn31/104017506-n
K10750,http://wordnet-rdf.princeton.edu/wn31/105832256-n
K10750,http://wordnet-rdf.princeton.edu/wn31/105833063-n
K10750,http://wordnet-rdf.princeton.edu/wn31/105833569-n
K10750,http://wordnet-rdf.princeton.edu/wn31/106603166-n
K10750,http://wordnet-rdf.princeton.edu/wn31/106656171-n
K10750,http://wordnet-rdf.princeton.edu/wn31/106660359-n
K10750,http://wordnet-rdf.princeton.edu/wn31/106746688-n
K10750,http://wordnet-rdf.princeton.edu/wn31/113802392-n
K10750,http://wordnet-rdf.princeton.edu/wn31/200165779-v
K10750,http://wordnet-rdf.princeton.edu/wn31/200535625-v
K10750,http://wordnet-rdf.princeton.edu/wn31/200629964-v
K10750,http://wordnet-rdf.princeton.edu/wn31/200822637-v
K10750,http://wordnet-rdf.princeton.edu/wn31/200956454-v
K10750,http://wordnet-rdf.princeton.edu/wn31/201017253-v
K10750,http://wordnet-rdf.princeton.edu/wn31/201238122-v
K10750,http://wordnet-rdf.princeton.edu/wn31/201756124-v
K10750,http://wordnet-rdf.princeton.edu/wn31/301779265-s
K10750,http://wordnet-rdf.princeton.edu/wn31/302170148-s
K10759,http://wordnet-rdf.princeton.edu/wn31/105592855-n
K10759,http://wordnet-rdf.princeton.edu/wn31/200796542-v
K10759,http://wordnet-rdf.princeton.edu/wn31/201608090-v
K10759,http://wordnet-rdf.princeton.edu/wn31/201608212-v
K10764,http://wordnet-rdf.princeton.edu/wn31/103169877-n
K10764,http://wordnet-rdf.princeton.edu/wn31/113425421-n
K10765,http://wordnet-rdf.princeton.edu/wn31/106425794-n
K10765,http://wordnet-rdf.princeton.edu/wn31/106519702-n
K10765,http://wordnet-rdf.princeton.edu/wn31/107234296-n
K10768,http://wordnet-rdf.princeton.edu/wn31/103937889-n
K10769,http://wordnet-rdf.princeton.edu/wn31/103169877-n
K10769,http://wordnet-rdf.princeton.edu/wn31/103194391-n
K10769,http://wordnet-rdf.princeton.edu/wn31/106413674-n
K10769,http://wordnet-rdf.princeton.edu/wn31/106514849-n
K10769,http://wordnet-rdf.princeton.edu/wn31/113426339-n
K10770,http://wordnet-rdf.princeton.edu/wn31/106499097-n
K10777,http://wordnet-rdf.princeton.edu/wn31/106608568-n
K10783,http://wordnet-rdf.princeton.edu/wn31/105916073-n
K10783,http://wordnet-rdf.princeton.edu/wn31/106428241-n
K10783,http://wordnet-rdf.princeton.edu/wn31/106428409-n
K10783,http://wordnet-rdf.princeton.edu/wn31/106429241-n
K10783,http://wordnet-rdf.princeton.edu/wn31/106432944-n
K10785,http://wordnet-rdf.princeton.edu/wn31/106432944-n
K10786,http://wordnet-rdf.princeton.edu/wn31/106424773-n
K10786,http://wordnet-rdf.princeton.edu/wn31/106433787-n
K10789,http://wordnet-rdf.princeton.edu/wn31/107234190-n
K10794,http://wordnet-rdf.princeton.edu/wn31/103979528-n
K10799,http://wordnet-rdf.princeton.edu/wn31/113435332-n
K10800,http://wordnet-rdf.princeton.edu/wn31/106438138-n
K10800,http://wordnet-rdf.princeton.edu/wn31/107297202-n
K10802,http://wordnet-rdf.princeton.edu/wn31/106435397-n
K10810,http://wordnet-rdf.princeton.edu/wn31/109381123-n
K10810,http://wordnet-rdf.princeton.edu/wn31/109381255-n
K10810,http://wordnet-rdf.princeton.edu/wn31/109381447-n
K10810,http://wordnet-rdf.princeton.edu/wn31/115231092-n
K10810,http://wordnet-rdf.princeton.edu/wn31/115232668-n
K10810,http://wordnet-rdf.princeton.edu/wn31/115234209-n
K10810,http://wordnet-rdf.princeton.edu/wn31/202146313-v
K10810,http://wordnet-rdf.princeton.edu/wn31/202423008-v
K10810,http://wordnet-rdf.princeton.edu/wn31/202423305-v
K10816,http://wordnet-rdf.princeton.edu/wn31/115163863-n
K10816,http://wordnet-rdf.princeton.edu/wn31/115319031-n
K10816,http://wordnet-rdf.princeton.edu/wn31/202714797-v
K10820,http://wordnet-rdf.princeton.edu/wn31/115232352-n
K10822,http://wordnet-rdf.princeton.edu/wn31/105589688-n
K10822,http://wordnet-rdf.princeton.edu/wn31/107707395-n
K10822,http://wordnet-rdf.princeton.edu/wn31/115231899-n
K10829,http://wordnet-rdf.princeton.edu/wn31/106606709-n
K10829,http://wordnet-rdf.princeton.edu/wn31/301976772-s
K10841,http://wordnet-rdf.princeton.edu/wn31/100416111-n
K10841,http://wordnet-rdf.princeton.edu/wn31/100467445-n
K10841,http://wordnet-rdf.princeton.edu/wn31/101057612-n
K10841,http://wordnet-rdf.princeton.edu/wn31/103036796-n
K10841,http://wordnet-rdf.princeton.edu/wn31/104120735-n
K10841,http://wordnet-rdf.princeton.edu/wn31/104126986-n
K10841,http://wordnet-rdf.princeton.edu/wn31/105077622-n
K10841,http://wordnet-rdf.princeton.edu/wn31/106705209-n
K10841,http://wordnet-rdf.princeton.edu/wn31/107067129-n
K10841,http://wordnet-rdf.princeton.edu/wn31/107677901-n
K10841,http://wordnet-rdf.princeton.edu/wn31/107900241-n
K10841,http://wordnet-rdf.princeton.edu/wn31/108524402-n
K10841,http://wordnet-rdf.princeton.edu/wn31/109439975-n
K10841,http://wordnet-rdf.princeton.edu/wn31/113921338-n
K10841,http://wordnet-rdf.princeton.edu/wn31/115281525-n
K10841,http://wordnet-rdf.princeton.edu/wn31/115313066-n
K10841,http://wordnet-rdf.princeton.edu/wn31/200046099-v
K10841,http://wordnet-rdf.princeton.edu/wn31/200144967-v
K10841,http://wordnet-rdf.princeton.edu/wn31/200145443-v
K10841,http://wordnet-rdf.princeton.edu/wn31/200474730-v
K10841,http://wordnet-rdf.princeton.edu/wn31/200864347-v
K10841,http://wordnet-rdf.princeton.edu/wn31/200982371-v
K10841,http://wordnet-rdf.princeton.edu/wn31/201862896-v
K10841,http://wordnet-rdf.princeton.edu/wn31/300919638-s
K10841,http://wordnet-rdf.princeton.edu/wn31/301356466-s
K10841,http://wordnet-rdf.princeton.edu/wn31/301460294-s
K10841,http://wordnet-rdf.princeton.edu/wn31/302048059-a
K10841,http://wordnet-rdf.princeton.edu/wn31/302048649-s
K10841,http://wordnet-rdf.princeton.edu/wn31/302049227-s
K10841,http://wordnet-rdf.princeton.edu/wn31/302051318-a
K10841,http://wordnet-rdf.princeton.edu/wn31/302053866-s
K10857,http://wordnet-rdf.princeton.edu/wn31/302048649-s
K10857,http://wordnet-rdf.princeton.edu/wn31/302177401-s
K10858,http://wordnet-rdf.princeton.edu/wn31/101562746-n
K10858,http://wordnet-rdf.princeton.edu/wn31/101563060-n
K10860,http://wordnet-rdf.princeton.edu/wn31/102111324-n
K10860,http://wordnet-rdf.princeton.edu/wn31/201111226-v
K10860,http://wordnet-rdf.princeton.edu/wn31/201121448-v
K10861,http://wordnet-rdf.princeton.edu/wn31/102919525-n
K10865,http://wordnet-rdf.princeton.edu/wn31/106695035-n
K10865,http://wordnet-rdf.princeton.edu/wn31/200957065-v
K10868,http://wordnet-rdf.princeton.edu/wn31/107819384-n
K10871,http://wordnet-rdf.princeton.edu/wn31/109855445-n
K10871,http://wordnet-rdf.princeton.edu/wn31/114063310-n
K10871,http://wordnet-rdf.princeton.edu/wn31/114080483-n
K10874,http://wordnet-rdf.princeton.edu/wn31/100343391-n
K10874,http://wordnet-rdf.princeton.edu/wn31/101898672-n
K10874,http://wordnet-rdf.princeton.edu/wn31/101901703-n
K10874,http://wordnet-rdf.princeton.edu/wn31/101904251-n
K10874,http://wordnet-rdf.princeton.edu/wn31/102905839-n
K10874,http://wordnet-rdf.princeton.edu/wn31/103409064-n
K10874,http://wordnet-rdf.princeton.edu/wn31/114788240-n
K10874,http://wordnet-rdf.princeton.edu/wn31/200094066-v
K10874,http://wordnet-rdf.princeton.edu/wn31/200652969-v
K10874,http://wordnet-rdf.princeton.edu/wn31/200850574-v
K10874,http://wordnet-rdf.princeton.edu/wn31/201127254-v
K10874,http://wordnet-rdf.princeton.edu/wn31/201127390-v
K10874,http://wordnet-rdf.princeton.edu/wn31/201275362-v
K10874,http://wordnet-rdf.princeton.edu/wn31/201275479-v
K10874,http://wordnet-rdf.princeton.edu/wn31/201987611-v
K10874,http://wordnet-rdf.princeton.edu/wn31/202721331-v
K10874,http://wordnet-rdf.princeton.edu/wn31/202721470-v
K10876,http://wordnet-rdf.princeton.edu/wn31/101903478-n
K10876,http://wordnet-rdf.princeton.edu/wn31/102471248-n
K10876,http://wordnet-rdf.princeton.edu/wn31/102471495-n
K10876,http://wordnet-rdf.princeton.edu/wn31/104040377-n
K10877,http://wordnet-rdf.princeton.edu/wn31/102321747-n
K10877,http://wordnet-rdf.princeton.edu/wn31/102322481-n
K10882,http://wordnet-rdf.princeton.edu/wn31/100076892-n
K10882,http://wordnet-rdf.princeton.edu/wn31/102777507-n
K10882,http://wordnet-rdf.princeton.edu/wn31/105269393-n
K10882,http://wordnet-rdf.princeton.edu/wn31/105949132-n
K10882,http://wordnet-rdf.princeton.edu/wn31/109898610-n
K10882,http://wordnet-rdf.princeton.edu/wn31/114781933-n
K10882,http://wordnet-rdf.princeton.edu/wn31/200039919-v
K10882,http://wordnet-rdf.princeton.edu/wn31/201394460-v
K10882,http://wordnet-rdf.princeton.edu/wn31/202533317-v
K10885,http://wordnet-rdf.princeton.edu/wn31/114156006-n
K10892,http://wordnet-rdf.princeton.edu/wn31/100135394-n
K10892,http://wordnet-rdf.princeton.edu/wn31/103649221-n
K10892,http://wordnet-rdf.princeton.edu/wn31/105322469-n
K10892,http://wordnet-rdf.princeton.edu/wn31/201306367-v
K10892,http://wordnet-rdf.princeton.edu/wn31/201400686-v
K10892,http://wordnet-rdf.princeton.edu/wn31/201413739-v
K10892,http://wordnet-rdf.princeton.edu/wn31/201881939-v
K10900,http://wordnet-rdf.princeton.edu/wn31/100868284-n
K10903,http://wordnet-rdf.princeton.edu/wn31/102820934-n
K10903,http://wordnet-rdf.princeton.edu/wn31/104074000-n
K10928,http://wordnet-rdf.princeton.edu/wn31/100249235-n
K10928,http://wordnet-rdf.princeton.edu/wn31/107825344-n
K10928,http://wordnet-rdf.princeton.edu/wn31/107826883-n
K10928,http://wordnet-rdf.princeton.edu/wn31/110587276-n
K10933,http://wordnet-rdf.princeton.edu/wn31/100073852-n
K10933,http://wordnet-rdf.princeton.edu/wn31/102875324-n
K10933,http://wordnet-rdf.princeton.edu/wn31/202009792-v
K10934,http://wordnet-rdf.princeton.edu/wn31/103467679-n
K10934,http://wordnet-rdf.princeton.edu/wn31/105678816-n
K10934,http://wordnet-rdf.princeton.edu/wn31/108579604-n
K10934,http://wordnet-rdf.princeton.edu/wn31/109293800-n
K10934,http://wordnet-rdf.princeton.edu/wn31/109357302-n
K10934,http://wordnet-rdf.princeton.edu/wn31/110718758-n
K10934,http://wordnet-rdf.princeton.edu/wn31/114867162-n
K10934,http://wordnet-rdf.princeton.edu/wn31/114868584-n
K10934,http://wordnet-rdf.princeton.edu/wn31/201295330-v
K10934,http://wordnet-rdf.princeton.edu/wn31/202151420-v
K10940,http://wordnet-rdf.princeton.edu/wn31/102921979-n
K10940,http://wordnet-rdf.princeton.edu/wn31/102922215-n
K10944,http://wordnet-rdf.princeton.edu/wn31/115032370-n
K10949,http://wordnet-rdf.princeton.edu/wn31/107742071-n
K10954,http://wordnet-rdf.princeton.edu/wn31/107067531-n
K10954,http://wordnet-rdf.princeton.edu/wn31/107265007-n
K10954,http://wordnet-rdf.princeton.edu/wn31/300679539-s
K10954,http://wordnet-rdf.princeton.edu/wn31/300990368-s
K10954,http://wordnet-rdf.princeton.edu/wn31/301460294-s
K10954,http://wordnet-rdf.princeton.edu/wn31/302048059-a
K10954,http://wordnet-rdf.princeton.edu/wn31/302048649-s
K10954,http://wordnet-rdf.princeton.edu/wn31/302054916-s
K10955,http://wordnet-rdf.princeton.edu/wn31/102969645-n
K10955,http://wordnet-rdf.princeton.edu/wn31/104473168-n
K10955,http://wordnet-rdf.princeton.edu/wn31/300766556-s
K10955,http://wordnet-rdf.princeton.edu/wn31/300770909-s
K10957,http://wordnet-rdf.princeton.edu/wn31/102922798-n
K10957,http://wordnet-rdf.princeton.edu/wn31/108024575-n
K10957,http://wordnet-rdf.princeton.edu/wn31/113271579-n
K10957,http://wordnet-rdf.princeton.edu/wn31/200015156-v
K10957,http://wordnet-rdf.princeton.edu/wn31/201486416-v
K10957,http://wordnet-rdf.princeton.edu/wn31/201487029-v
K10957,http://wordnet-rdf.princeton.edu/wn31/201489634-v
K10962,http://wordnet-rdf.princeton.edu/wn31/110010564-n
K10962,http://wordnet-rdf.princeton.edu/wn31/110103127-n
K10963,http://wordnet-rdf.princeton.edu/wn31/100432492-n
K10963,http://wordnet-rdf.princeton.edu/wn31/105150324-n
K10963,http://wordnet-rdf.princeton.edu/wn31/105199719-n
K10963,http://wordnet-rdf.princeton.edu/wn31/105690773-n
K10963,http://wordnet-rdf.princeton.edu/wn31/107984994-n
K10963,http://wordnet-rdf.princeton.edu/wn31/113307824-n
K10963,http://wordnet-rdf.princeton.edu/wn31/113339606-n
K10963,http://wordnet-rdf.princeton.edu/wn31/115320288-n
K10963,http://wordnet-rdf.princeton.edu/wn31/200295007-v
K10963,http://wordnet-rdf.princeton.edu/wn31/201825361-v
K10963,http://wordnet-rdf.princeton.edu/wn31/202684248-v
K10963,http://wordnet-rdf.princeton.edu/wn31/202684473-v
K10963,http://wordnet-rdf.princeton.edu/wn31/301793214-s
K10994,http://wordnet-rdf.princeton.edu/wn31/113339826-n
K11007,http://wordnet-rdf.princeton.edu/wn31/103998683-n
K11007,http://wordnet-rdf.princeton.edu/wn31/106412492-n
K11007,http://wordnet-rdf.princeton.edu/wn31/107061563-n
K11007,http://wordnet-rdf.princeton.edu/wn31/108415730-n
K11014,http://wordnet-rdf.princeton.edu/wn31/114719898-n
K11019,http://wordnet-rdf.princeton.edu/wn31/102923176-n
K11025,http://wordnet-rdf.princeton.edu/wn31/104659702-n
K11025,http://wordnet-rdf.princeton.edu/wn31/110297825-n
K11025,http://wordnet-rdf.princeton.edu/wn31/300503732-s
K11032,http://wordnet-rdf.princeton.edu/wn31/104337247-n
K11032,http://wordnet-rdf.princeton.edu/wn31/104337327-n
K11032,http://wordnet-rdf.princeton.edu/wn31/113917127-n
K11032,http://wordnet-rdf.princeton.edu/wn31/300540394-s
K11032,http://wordnet-rdf.princeton.edu/wn31/301022592-s
K11032,http://wordnet-rdf.princeton.edu/wn31/301242072-s
K11036,http://wordnet-rdf.princeton.edu/wn31/100323314-n
K11036,http://wordnet-rdf.princeton.edu/wn31/105841576-n
K11036,http://wordnet-rdf.princeton.edu/wn31/200048350-v
K11036,http://wordnet-rdf.princeton.edu/wn31/200436641-v
K11036,http://wordnet-rdf.princeton.edu/wn31/200485823-v
K11036,http://wordnet-rdf.princeton.edu/wn31/201285811-v
K11039,http://wordnet-rdf.princeton.edu/wn31/101696424-n
K11039,http://wordnet-rdf.princeton.edu/wn31/109263795-n
K11039,http://wordnet-rdf.princeton.edu/wn31/109925902-n
K11039,http://wordnet-rdf.princeton.edu/wn31/110622936-n
K11046,http://wordnet-rdf.princeton.edu/wn31/102923753-n
K11046,http://wordnet-rdf.princeton.edu/wn31/102923887-n
K11046,http://wordnet-rdf.princeton.edu/wn31/102924042-n
K11046,http://wordnet-rdf.princeton.edu/wn31/201406932-v
K11046,http://wordnet-rdf.princeton.edu/wn31/202017174-v
K11046,http://wordnet-rdf.princeton.edu/wn31/202343868-v
K11049,http://wordnet-rdf.princeton.edu/wn31/114891841-n
K11075,http://wordnet-rdf.princeton.edu/wn31/300871756-s
K11075,http://wordnet-rdf.princeton.edu/wn31/301625449-s
K11075,http://wordnet-rdf.princeton.edu/wn31/301625605-s
K11075,http://wordnet-rdf.princeton.edu/wn31/302424560-s
K11084,http://wordnet-rdf.princeton.edu/wn31/201330264-v
K11087,http://wordnet-rdf.princeton.edu/wn31/101006903-n
K11087,http://wordnet-rdf.princeton.edu/wn31/105142716-n
K11087,http://wordnet-rdf.princeton.edu/wn31/300175504-s
K11087,http://wordnet-rdf.princeton.edu/wn31/301460679-s
K11087,http://wordnet-rdf.princeton.edu/wn31/301880985-s
K11099,http://wordnet-rdf.princeton.edu/wn31/110535710-n
K11099,http://wordnet-rdf.princeton.edu/wn31/110535887-n
K11099,http://wordnet-rdf.princeton.edu/wn31/301832979-s
K11101,http://wordnet-rdf.princeton.edu/wn31/102924676-n
K11101,http://wordnet-rdf.princeton.edu/wn31/200181579-v
K11102,http://wordnet-rdf.princeton.edu/wn31/106996555-n
K11107,http://wordnet-rdf.princeton.edu/wn31/300434829-a
K11107,http://wordnet-rdf.princeton.edu/wn31/300537516-s
K11107,http://wordnet-rdf.princeton.edu/wn31/300785203-s
K11117,http://wordnet-rdf.princeton.edu/wn31/102924976-n
K11120,http://wordnet-rdf.princeton.edu/wn31/300291349-s
K11120,http://wordnet-rdf.princeton.edu/wn31/301792782-s
K11120,http://wordnet-rdf.princeton.edu/wn31/301792954-s
K11122,http://wordnet-rdf.princeton.edu/wn31/104323784-n
K11122,http://wordnet-rdf.princeton.edu/wn31/105566889-n
K11122,http://wordnet-rdf.princeton.edu/wn31/106648638-n
K11122,http://wordnet-rdf.princeton.edu/wn31/110378493-n
K11122,http://wordnet-rdf.princeton.edu/wn31/114878732-n
K11122,http://wordnet-rdf.princeton.edu/wn31/300714774-s
K11122,http://wordnet-rdf.princeton.edu/wn31/301037053-a
K11122,http://wordnet-rdf.princeton.edu/wn31/301303135-s
K11122,http://wordnet-rdf.princeton.edu/wn31/301789850-s
K11122,http://wordnet-rdf.princeton.edu/wn31/301796896-s
K11127,http://wordnet-rdf.princeton.edu/wn31/110134554-n
K11127,http://wordnet-rdf.princeton.edu/wn31/110134739-n
K11127,http://wordnet-rdf.princeton.edu/wn31/301445988-s
K11128,http://wordnet-rdf.princeton.edu/wn31/102882470-n
K11128,http://wordnet-rdf.princeton.edu/wn31/105524205-n
K11128,http://wordnet-rdf.princeton.edu/wn31/109064688-n
K11129,http://wordnet-rdf.princeton.edu/wn31/104330164-n
K11139,http://wordnet-rdf.princeton.edu/wn31/110260997-n
K11140,http://wordnet-rdf.princeton.edu/wn31/110013938-n
K11144,http://wordnet-rdf.princeton.edu/wn31/110339454-n
K11145,http://wordnet-rdf.princeton.edu/wn31/103119490-n
K11145,http://wordnet-rdf.princeton.edu/wn31/109799064-n
K11145,http://wordnet-rdf.princeton.edu/wn31/109988182-n
K11145,http://wordnet-rdf.princeton.edu/wn31/109988271-n
K11145,http://wordnet-rdf.princeton.edu/wn31/110099179-n
K11150,http://wordnet-rdf.princeton.edu/wn31/105151326-n
K11150,http://wordnet-rdf.princeton.edu/wn31/106966471-n
K11150,http://wordnet-rdf.princeton.edu/wn31/109744816-n
K11150,http://wordnet-rdf.princeton.edu/wn31/109749546-n
K11150,http://wordnet-rdf.princeton.edu/wn31/300195400-s
K11150,http://wordnet-rdf.princeton.edu/wn31/300439592-a
K11150,http://wordnet-rdf.princeton.edu/wn31/300440307-a
K11150,http://wordnet-rdf.princeton.edu/wn31/300480301-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301073039-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301096265-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301120968-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301129296-a
K11150,http://wordnet-rdf.princeton.edu/wn31/301130122-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301135303-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301153978-a
K11150,http://wordnet-rdf.princeton.edu/wn31/301164319-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301177766-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301514159-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301516947-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301631055-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301632146-a
K11150,http://wordnet-rdf.princeton.edu/wn31/301681792-s
K11150,http://wordnet-rdf.princeton.edu/wn31/301721424-s
K11150,http://wordnet-rdf.princeton.edu/wn31/302282286-s
K11150,http://wordnet-rdf.princeton.edu/wn31/302306323-s
K11150,http://wordnet-rdf.princeton.edu/wn31/302354208-s
K11159,http://wordnet-rdf.princeton.edu/wn31/101505702-n
K11159,http://wordnet-rdf.princeton.edu/wn31/104219349-n
K11159,http://wordnet-rdf.princeton.edu/wn31/107138578-n
K11159,http://wordnet-rdf.princeton.edu/wn31/107659991-n
K11159,http://wordnet-rdf.princeton.edu/wn31/110008583-n
K11159,http://wordnet-rdf.princeton.edu/wn31/113616519-n
K11159,http://wordnet-rdf.princeton.edu/wn31/201142291-v
K11159,http://wordnet-rdf.princeton.edu/wn31/201601428-v
K11162,http://wordnet-rdf.princeton.edu/wn31/102042434-n
K11170,http://wordnet-rdf.princeton.edu/wn31/101623768-n
K11192,http://wordnet-rdf.princeton.edu/wn31/101521519-n
K11192,http://wordnet-rdf.princeton.edu/wn31/110405406-n
K11194,http://wordnet-rdf.princeton.edu/wn31/114318891-n
K11204,http://wordnet-rdf.princeton.edu/wn31/104153679-n
K11207,http://wordnet-rdf.princeton.edu/wn31/104740779-n
K11207,http://wordnet-rdf.princeton.edu/wn31/107903167-n
K11207,http://wordnet-rdf.princeton.edu/wn31/109305630-n
K11207,http://wordnet-rdf.princeton.edu/wn31/109359461-n
K11207,http://wordnet-rdf.princeton.edu/wn31/109462117-n
K11207,http://wordnet-rdf.princeton.edu/wn31/109466545-n
K11207,http://wordnet-rdf.princeton.edu/wn31/110267497-n
K11207,http://wordnet-rdf.princeton.edu/wn31/114426964-n
K11207,http://wordnet-rdf.princeton.edu/wn31/114896848-n
K11207,http://wordnet-rdf.princeton.edu/wn31/200036925-v
K11207,http://wordnet-rdf.princeton.edu/wn31/200109348-v
K11207,http://wordnet-rdf.princeton.edu/wn31/200512936-v
K11207,http://wordnet-rdf.princeton.edu/wn31/200513124-v
K11207,http://wordnet-rdf.princeton.edu/wn31/200520443-v
K11207,http://wordnet-rdf.princeton.edu/wn31/201413739-v
K11207,http://wordnet-rdf.princeton.edu/wn31/201538864-v
K11216,http://wordnet-rdf.princeton.edu/wn31/106680370-n
K11217,http://wordnet-rdf.princeton.edu/wn31/104276380-n
K11220,http://wordnet-rdf.princeton.edu/wn31/109847846-n
K11220,http://wordnet-rdf.princeton.edu/wn31/109902904-n
K11220,http://wordnet-rdf.princeton.edu/wn31/109903082-n
K11220,http://wordnet-rdf.princeton.edu/wn31/109903192-n
K11220,http://wordnet-rdf.princeton.edu/wn31/110103127-n
K11221,http://wordnet-rdf.princeton.edu/wn31/100772486-n
K11221,http://wordnet-rdf.princeton.edu/wn31/200211073-v
K11221,http://wordnet-rdf.princeton.edu/wn31/200493161-v
K11221,http://wordnet-rdf.princeton.edu/wn31/200493246-v
K11221,http://wordnet-rdf.princeton.edu/wn31/200493346-v
K11221,http://wordnet-rdf.princeton.edu/wn31/200493642-v
K11221,http://wordnet-rdf.princeton.edu/wn31/200622204-v
K11221,http://wordnet-rdf.princeton.edu/wn31/201150175-v
K11221,http://wordnet-rdf.princeton.edu/wn31/201150321-v
K11221,http://wordnet-rdf.princeton.edu/wn31/201481233-v
K11221,http://wordnet-rdf.princeton.edu/wn31/202533317-v
K11221,http://wordnet-rdf.princeton.edu/wn31/300247479-s
K11221,http://wordnet-rdf.princeton.edu/wn31/300256174-s
K11221,http://wordnet-rdf.princeton.edu/wn31/300423109-s
K11221,http://wordnet-rdf.princeton.edu/wn31/300423394-s
K11221,http://wordnet-rdf.princeton.edu/wn31/300426832-s
K11221,http://wordnet-rdf.princeton.edu/wn31/300437830-s
K11221,http://wordnet-rdf.princeton.edu/wn31/300625010-s
