ID,Translation-Indonesia
B3505,K56994
B3507,K18022
B3507,K17912
B3509,K39235
B3511,K30263
B3515,K46771
B3515,K29945
B3515,K23079
B3519,K27536
B3519,K18165
B3521,K49970
B3522,K17898
B3522,K61361
B3523,K12967
B3525,K10637
B3528,K14211
B3528,K68653
B3533,K20835
B3535,K26456
B3537,K23682
B3537,K1427
B3544,K19431
B3548,K22327
B3548,K60742
B3548,K2119
B3548,K4538
B3551,K32100
B3555,K69886
B3556,K69886
B3556,K5170
B3559,K68056
B3559,K67620
B3559,K68431
B3561,K50059
B3564,K17675
B3565,K60056
B3565,K24621
B3565,K12428
B3565,K38327
B3565,K24621
B3568,K19058
B3569,K26458
B3570,K21724
B3577,K59068
B3577,K19431
B3577,K12703
B3578,K34695
B3580,K31814
B3580,K57340
B3581,K13559
B3581,K6193
B3581,K62323
B3581,K7124
B3581,K49096
B3587,K68431
B3589,K4356
B3597,K11107
B3598,K26785
B3598,K67046
B3599,K47106
B3599,K47106
B3603,K12190
B3604,K60280
B3606,K26873
B3611,K60713
B3618,K7721
B3620,K24226
B3621,K57190
B3623,K29726
B3627,K47488
B3628,K4012
B3628,K11036
B3631,K46517
B3633,K60717
B3633,K59263
B3633,K13048
B3633,K60411
B3633,K66232
B3635,K27375
B3641,K864
B3641,K60106
B3643,K5202
B3644,K27549
B3649,K31293
B3653,K26368
B3653,K4415
B3653,K30520
B3653,K24889
B3659,K30824
B3660,K49352
B3660,K48345
B3667,K46850
B3670,K3966
B3670,K18416
B3671,K5237
B3671,K7987
B3671,K13767
B3671,K30781
B3673,K57032
B3673,K70131
B3674,K68803
B3674,K30370
B3674,K66232
B3674,K16112
B3674,K63711
B3674,K34350
B3675,K58502
B3680,K7536
B3689,K30140
B3689,K67992
B3690,K30156
B3690,K2298
B3692,K70978
B3693,K29793
B3694,K61135
B3697,K11846
B3711,K42320
B3713,K53941
B3716,K12114
B3716,K13976
B3719,K52664
B3719,K24748
B3721,K60467
B3721,K13090
B3721,K13780
B3721,K61151
B3722,K69343
B3722,K32134
B3731,K26021
B3742,K23827
B3745,K11087
B3745,K14488
B3746,K30418
B3755,K32410
B3758,K66195
B3758,K59472
B3760,K30480
B3768,K62274
B3777,K14935
B3785,K30607
B3785,K30578
B3788,K30540
B3790,K17945
B3790,K18797
B3790,K18721
B3792,K5630
B3794,K54999
B3794,K22988
B3797,K70256
B3798,K55575
B3798,K70969
B3798,K59946
B3799,K70230
B3807,K17010
B3810,K30658
B3814,K33383
B3814,K68746
B3815,K18797
B3817,K42875
B3817,K67970
B3817,K68746
B3817,K35454
B3821,K49248
B3821,K27270
B3822,K60634
B3828,K68156
B3836,K61660
B3839,K55181
B3841,K30749
B3842,K30754
B3842,K52643
B3842,K10710
B3848,K19621
B3850,K10151
B3850,K3559
B3852,K56676
B3855,K24022
B3855,K12840
B3857,K7608
B3858,K30246
B3861,K18797
B3861,K18989
B3862,K30830
B3864,K18797
B3864,K18989
B3864,K3272
B3865,K14133
B3865,K21908
B3866,K22940
B3866,K2311
B3866,K23784
B3867,K71996
B3868,K69049
B3868,K7966
B3868,K68515
B3868,K6356
B3871,K23784
B3874,K52207
B3876,K8743
B3876,K5360
B3878,K984
B3878,K60054
B3879,K14147
B3880,K27172
B3885,K11952
B3886,K32673
B3888,K71996
B3888,K45661
B3889,K25531
B3891,K28430
B3895,K2674
B3902,K19935
B3910,K15315
B3910,K48984
B3910,K10273
B3910,K11078
B3916,K20910
B3918,K19965
B3920,K20721
B3921,K33275
B3921,K32999
B3923,K34075
B3926,K69067
B3930,K23531
B3936,K14325
B3937,K645
B3941,K21909
B3941,K20570
B3941,K70078
B3941,K217
B3941,K3661
B3943,K41755
B3944,K14147
B3948,K53684
B3948,K32033
B3949,K33524
B3949,K62377
B3949,K62323
B3951,K4844
B3953,K4450
B3954,K46083
B3954,K27232
B3956,K10874
B3959,K64011
B3964,K56459
B3964,K19113
B3964,K32364
B3965,K8426
B3965,K32277
B3965,K67972
B3968,K21370
B3968,K24117
B3968,K67590
B3969,K12939
B3969,K21606
B3969,K21746
B3970,K17677
B3972,K22657
B3972,K10874
B3974,K20597
B3979,K20604
B3979,K20610
B3979,K20597
B3979,K10952
B3988,K10736
B3988,K68876
B3990,K46889
B3995,K60714
B3999,K37269
B4003,K12806
B4005,K58939
B4007,K8596
B4009,K66190
B4009,K66731
B4009,K46960
B4019,K7688
B4019,K20831
B4021,K31689
B4021,K60082
B4024,K19624
B4029,K21359
B4032,K55098
B4035,K57304
B4035,K51744
B4036,K20604
B4036,K20597
B4036,K10952
B4040,K11850
B4042,K22103
B4042,K33373
B4042,K17792
B4042,K57065
B4042,K1251
B4047,K21504
B4048,K60714
B4056,K48332
B4056,K34838
B4058,K42260
B4059,K45686
B4066,K60172
B4067,K4460
B4067,K33777
B4070,K18472
B4072,K32921
B4077,K17584
B4078,K26944
B4084,K70123
B4084,K48818
B4084,K21716
B4084,K3175
B4084,K9921
B4086,K60061
B4086,K21720
B4087,K69023
B4088,K33108
B4089,K8596
B4094,K12960
B4094,K21431
B4095,K20130
B4096,K20585
B4096,K70739
B4096,K49012
B4098,K62608
B4099,K21746
B4099,K205
B4105,K53635
B4108,K67091
B4110,K5517
B4110,K10614
B4115,K10139
B4116,K18483
B4118,K69249
B4123,K59262
B4125,K6883
B4126,K12191
B4128,K58659
B4131,K30511
B4132,K26743
B4132,K21946
B4132,K3671
B4132,K123
B4133,K20002
B4133,K34235
B4134,K3175
B4135,K12939
B4137,K21199
B4137,K65404
B4137,K9534
B4137,K6745
B4137,K20263
B4141,K19699
B4141,K30200
B4141,K3487
B4141,K5632
B4141,K1534
B4144,K21980
B4146,K3358
B4147,K21990
B4152,K32236
B4152,K30662
B4154,K21996
B4161,K42559
B4161,K31133
B4161,K13090
B4161,K60467
B4161,K22373
B4162,K11672
B4162,K22571
B4163,K59262
B4163,K21931
B4163,K44614
B4163,K4806
B4170,K12381
B4172,K67673
B4172,K45661
B4172,K31398
B4172,K12114
B4175,K28572
B4177,K49663
B4177,K56780
B4183,K3471
B4195,K22173
B4197,K57077
B4201,K28507
B4207,K48347
B4211,K32854
B4211,K9975
B4212,K10666
B4212,K10665
B4217,K26063
B4230,K48951
B4236,K48333
B4236,K22295
B4239,K22298
B4240,K53831
B4253,K22801
B4258,K22350
B4277,K21990
B4280,K51272
B4280,K48033
B4282,K35589
B4284,K3870
B4284,K11856
B4284,K1108
B4284,K28067
B4286,K62219
B4289,K3487
B4289,K21199
B4289,K3671
B4294,K46778
B4298,K13133
B4298,K12301
B4299,K30911
B4302,K51288
B4308,K61939
B4315,K46778
B4316,K25851
B4316,K65404
B4319,K22734
B4331,K27345
B4345,K22965
B4346,K17259
B4346,K27345
B4346,K16987
B4346,K5632
B4353,K22990
B4356,K22990
B4360,K35322
B4360,K44692
B4363,K15005
B4370,K68280
B4370,K68605
B4373,K27343
B4373,K1313
B4373,K4141
B4373,K4960
B4374,K30200
B4374,K16913
B4374,K65675
B4377,K70126
B4381,K22541
B4387,K9499
B4393,K48031
B4405,K13852
B4405,K46272
B4405,K15005
B4409,K22122
B4409,K2551
B4414,K67809
B4427,K51288
B4429,K56510
B4430,K12646
B4431,K22675
B4436,K30200
B4436,K9550
B4439,K61939
B4439,K38088
B4439,K5307
B4440,K6366
B4441,K22728
B4443,K69140
B4446,K5347
B4450,K13559
B4453,K6745
B4454,K22779
B4454,K24325
B4456,K22808
B4459,K47212
B4459,K61939
B4459,K22592
B4460,K22808
B4460,K53483
B4462,K22743
B4463,K61946
B4471,K62143
B4471,K27333
B4472,K48842
B4472,K70788
B4474,K33852
B4477,K22592
B4477,K4919
B4480,K23100
B4487,K27345
B4487,K46778
B4487,K4799
B4488,K12939
B4489,K21992
B4490,K23150
B4491,K64544
B4492,K23252
B4492,K44723
B4492,K34235
B4492,K6219
B4493,K20166
B4493,K54450
B4495,K23046
B4499,K68996
B4499,K42947
B4500,K68919
B4501,K25168
B4501,K4196
B4502,K12523
B4506,K20441
B4507,K60015
B4507,K54265
B4516,K28182
B4516,K23216
B4516,K71545
B4516,K28279
B4518,K28182
B4528,K23244
B4534,K21990
B4534,K46778
B4534,K4919
B4534,K5307
B4534,K6455
B4536,K23046
B4545,K67791
B4550,K44692
B4553,K14793
B4553,K27828
B4554,K23361
B4557,K26073
B4558,K23802
B4564,K4519
B4568,K24143
B4572,K26909
B4573,K24184
B4577,K27574
B4578,K27570
B4579,K30728
B4579,K4156
B4583,K47706
B4583,K10610
B4587,K16221
B4587,K55313
B4589,K24935
B4589,K66595
B4592,K9803
B4597,K25299
B4597,K30956
B4603,K10610
B4603,K47706
B4603,K9951
B4605,K19210
B4605,K54045
B4605,K54277
B4608,K27270
B4609,K27305
B4610,K27305
B4615,K4155
B4620,K26021
B4625,K70924
B4625,K30877
B4628,K48573
B4629,K56279
B4630,K32357
B4630,K32148
B4633,K11352
B4639,K25299
B4643,K21687
B4647,K34411
B4647,K60887
B4647,K7994
B4648,K38289
B4648,K65404
B4648,K17201
B4654,K68925
B4658,K46474
B4658,K3672
B4661,K65327
B4661,K15208
B4661,K61937
B4667,K53780
B4667,K34902
B4667,K758
B4667,K19781
B4667,K3789
B4672,K44542
B4679,K30434
B4679,K2566
B4680,K31839
B4680,K19371
B4685,K62656
B4685,K31117
B4685,K67315
B4685,K68803
B4685,K9631
B4687,K15538
B4689,K17957
B4690,K68008
B4693,K11532
B4694,K69029
B4695,K61063
B4695,K33893
B4697,K57340
B4699,K32071
B4699,K1299
B4701,K19354
B4703,K33143
B4703,K31482
B4703,K33241
B4703,K58895
B4705,K31156
B4707,K22316
B4712,K32148
B4712,K259
B4714,K13559
B4714,K68801
B4714,K60558
B4714,K68536
B4722,K19320
B4722,K33362
B4723,K26398
B4723,K59520
B4731,K31514
B4733,K33362
B4733,K32126
B4734,K31203
B4737,K33893
B4737,K61063
B4738,K11513
B4738,K4722
B4739,K34789
B4741,K67574
B4741,K4470
B4749,K32606
B4752,K64992
B4755,K49836
B4757,K32247
B4757,K61862
B4759,K56299
B4761,K57800
B4764,K55441
B4764,K45607
B4764,K1320
B4765,K62762
B4765,K2050
B4772,K31349
B4773,K33591
B4780,K19372
B4785,K70230
B4787,K31104
B4790,K60928
B4790,K72199
B4794,K66093
B4794,K19339
B4797,K18190
B4798,K54999
B4798,K4733
B4798,K10473
B4800,K4266
B4801,K31124
B4806,K31390
B4811,K52589
B4811,K50557
B4812,K35194
B4812,K6212
B4815,K66873
B4815,K1385
B4823,K53780
B4823,K19781
B4823,K758
B4823,K34902
B4825,K11513
B4825,K16868
B4826,K31140
B4826,K71545
B4827,K26743
B4827,K36044
B4827,K21946
B4827,K23360
B4827,K60466
B4827,K68085
B4827,K68049
B4827,K46
B4828,K4846
B4828,K4979
B4833,K2583
B4833,K33963
B4835,K2583
B4835,K16324
B4838,K1073
B4841,K19398
B4841,K31007
B4842,K25447
B4842,K71683
B4844,K31551
B4844,K11221
B4845,K19354
B4845,K29897
B4848,K19387
B4848,K48720
B4849,K30200
B4849,K46778
B4851,K11277
B4860,K59815
B4863,K13790
B4863,K21711
B4863,K5237
B4872,K59815
B4873,K31696
B4879,K20016
B4879,K52195
B4879,K33892
B4880,K69066
B4882,K6813
B4884,K17643
B4886,K39785
B4888,K61789
B4888,K198
B4888,K46
B4890,K2795
B4892,K32679
B4894,K26342
B4895,K69066
B4895,K71710
B4896,K3487
B4896,K3671
B4896,K11608
B4897,K6813
B4897,K24621
B4899,K4672
B4901,K17447
B4904,K32003
B4905,K71100
B4905,K25773
B4906,K31140
B4912,K32236
B4912,K31151
B4912,K31156
B4916,K19320
B4916,K32148
B4916,K57340
B4920,K26869
B4930,K19372
B4930,K19982
B4930,K56459
B4930,K4226
B4932,K62956
B4940,K33383
B4940,K32041
B4948,K33365
B4948,K60894
B4948,K21115
B4950,K62956
B4951,K15240
B4951,K62956
B4953,K32606
B4954,K2288
B4955,K46381
B4955,K32606
B4957,K19982
B4959,K22344
B4961,K11029
B4964,K61036
B4964,K60518
B4964,K60558
B4964,K65493
B4965,K56375
B4966,K69856
B4972,K55237
B4974,K53862
B4976,K31395
B4976,K57103
B4976,K30755
B4978,K32652
B4979,K32695
B4982,K5125
B4982,K4012
B4983,K62291
B4983,K27855
B4984,K24708
B4984,K9772
B4985,K32710
B4988,K32877
B5002,K33357
B5003,K7462
B5003,K8684
B5006,K47334
B5011,K26616
B5014,K70065
B5014,K48320
B5016,K66190
B5019,K31355
B5020,K32380
B5020,K31947
B5025,K60077
B5030,K66929
B5030,K19982
B5032,K11495
B5036,K32877
B5043,K45641
B5043,K23426
B5045,K15850
B5047,K32919
B5048,K11495
B5048,K56375
B5049,K48674
B5055,K68665
B5059,K4470
B5063,K27758
B5067,K18958
B5068,K69335
B5068,K10245
B5071,K33524
B5071,K31801
B5072,K47878
B5072,K33247
B5074,K31828
B5074,K63184
B5077,K56375
B5081,K22096
B5082,K67409
B5086,K26557
B5086,K12142
B5088,K27215
B5088,K27682
B5089,K30985
B5090,K49560
B5090,K4979
B5093,K32284
B5097,K31995
B5097,K11645
B5099,K25773
B5099,K31572
B5100,K31085
B5102,K67535
B5102,K67638
B5104,K32854
B5104,K9975
B5106,K19182
B5106,K12688
B5106,K67899
B5110,K33402
B5110,K31117
B5112,K64011
B5112,K58219
B5113,K32070
B5114,K23268
B5116,K32137
B5116,K59731
B5120,K11495
B5120,K56375
B5122,K17675
B5122,K20150
B5123,K21370
B5126,K56933
B5126,K65197
B5126,K30205
B5126,K11944
B5126,K17044
B5126,K9920
B5127,K34570
B5128,K31689
B5130,K45093
B5131,K32925
B5134,K31187
B5134,K33231
B5135,K26150
B5137,K22965
B5137,K15821
B5137,K33362
B5137,K32126
B5138,K67311
B5140,K31706
B5142,K32100
B5144,K62407
B5144,K71844
B5145,K708
B5145,K19804
B5145,K9975
B5151,K64377
B5154,K32380
B5154,K26484
B5157,K32284
B5160,K32247
B5160,K61862
B5164,K62143
B5166,K19398
B5166,K67727
B5166,K21390
B5168,K66929
B5169,K67311
B5173,K53216
B5174,K53216
B5175,K70548
B5180,K56375
B5180,K69104
B5181,K32380
B5183,K56375
B5183,K19180
B5187,K71131
B5187,K5355
B5191,K32546
B5196,K34038
B5198,K32476
B5199,K11107
B5200,K66770
B5200,K56375
B5200,K2265
B5202,K3986
B5203,K48454
B5204,K34174
B5204,K50262
B5205,K21390
B5212,K31572
B5212,K32380
B5213,K26484
B5216,K29897
B5219,K12840
B5219,K71853
B5219,K66731
B5221,K33247
B5225,K33266
B5227,K13386
B5229,K33293
B5235,K61313
B5235,K61036
B5237,K11994
B5239,K30799
B5241,K11672
B5241,K43240
B5245,K18958
B5245,K41325
B5246,K48837
B5249,K25773
B5249,K64604
B5249,K65609
B5249,K33102
B5249,K3944
B5249,K11137
B5251,K24022
B5251,K13961
B5251,K15085
B5254,K33143
B5254,K31873
B5259,K33108
B5260,K33345
B5263,K32126
B5267,K1995
B5267,K11451
B5267,K1037
B5272,K33143
B5278,K60280
B5278,K55034
B5278,K61862
B5281,K33156
B5289,K33402
B5294,K31482
B5298,K48837
B5299,K12640
B5309,K23590
B5309,K30996
B5314,K22237
B5314,K42622
B5318,K33457
B5318,K46455
B5318,K56644
B5323,K33668
B5323,K27172
B5327,K58614
B5327,K19982
B5327,K64563
B5330,K31355
B5330,K22344
B5332,K56279
B5335,K32494
B5335,K32474
B5335,K31995
B5335,K33220
B5335,K32079
B5336,K32494
B5336,K32474
B5336,K31995
B5336,K33220
B5336,K32079
B5339,K70048
B5339,K43190
B5342,K34075
B5347,K18483
B5348,K24972
B5351,K33754
B5351,K6751
B5351,K7313
B5351,K22047
B5352,K2999
B5352,K65988
B5353,K46474
B5353,K13947
B5361,K9459
B5361,K44554
B5361,K45837
B5365,K31504
B5365,K11229
B5369,K26908
B5369,K40525
B5370,K72024
B5371,K5928
B5372,K34059
B5376,K70014
B5376,K5292
B5377,K48791
B5377,K55114
B5377,K512
B5377,K4843
B5378,K31787
B5381,K32380
B5381,K4806
B5381,K10225
B5381,K11028
B5384,K61183
B5384,K14414
B5386,K31814
B5386,K32606
B5386,K35377
B5386,K31482
B5398,K44114
B5407,K36401
B5407,K39952
B5407,K36772
B5414,K8672
B5414,K67345
B5414,K6732
B5414,K67346
B5425,K35618
B5425,K1251
B5425,K39752
B5434,K36952
B5435,K36914
B5443,K4379
B5445,K38026
B5446,K19431
B5447,K36034
B5447,K39437
B5447,K35636
B5447,K35714
B5447,K42926
B5448,K38289
B5450,K39718
B5453,K42618
B5455,K2948
B5455,K2313
B5455,K15986
B5455,K1213
B5463,K12229
B5463,K66537
B5467,K41909
B5469,K59854
B5482,K34237
B5482,K51789
B5489,K39505
B5490,K39673
B5490,K36703
B5497,K9547
B5497,K8562
B5502,K36613
B5508,K41325
B5518,K24972
B5519,K24972
B5531,K33785
B5541,K35749
B5548,K44558
B5548,K44628
B5548,K36683
B5548,K36245
B5550,K37260
B5550,K35151
B5550,K37249
B5557,K36856
B5557,K44696
B5560,K34260
B5563,K65110
B5563,K2023
B5563,K2554
B5564,K36444
B5568,K17945
B5570,K34268
B5578,K40883
B5589,K36328
B5600,K37284
B5605,K42603
B5605,K41016
B5605,K44532
B5605,K35847
B5605,K39752
B5609,K11608
B5609,K34322
B5609,K22606
B5610,K43235
B5610,K36039
B5610,K36701
B5612,K4890
B5612,K41857
B5614,K34286
B5614,K11585
B5616,K14643
B5618,K42438
B5622,K41470
B5625,K69106
B5629,K43692
B5633,K36721
B5633,K14211
B5633,K11025
B5646,K36968
B5648,K34383
B5650,K34235
B5655,K43353
B5657,K39495
B5657,K37284
B5675,K23969
B5675,K30486
B5682,K34605
B5682,K38
B5683,K1428
B5684,K14414
B5687,K61063
B5687,K59587
B5687,K64326
B5688,K56914
B5688,K33480
B5688,K1809
B5699,K5525
B5699,K42559
B5699,K758
B5707,K3203
B5712,K36350
B5716,K41726
B5716,K36328
B5721,K36262
B5730,K36493
B5730,K40026
B5730,K42699
B5731,K49528
B5731,K64563
B5731,K64170
B5732,K21385
B5734,K170
B5734,K60711
B5734,K35820
B5739,K3642
B5739,K34409
B5739,K3870
B5739,K5234
B5745,K59466
B5745,K20031
B5745,K3945
B5745,K36272
B5750,K41268
B5752,K7254
B5752,K9179
B5752,K5484
B5758,K6951
B5758,K39752
B5763,K44723
B5764,K37226
B5764,K5745
B5764,K55017
B5765,K39119
B5767,K9147
B5767,K7199
B5773,K8024
B5773,K6285
B5774,K12191
B5776,K34432
B5776,K64128
B5785,K39710
B5788,K7538
B5794,K34196
B5797,K7703
B5797,K62377
B5797,K60394
B5800,K33674
B5804,K6303
B5817,K6371
B5822,K8000
B5830,K30755
B5842,K64563
B5842,K60280
B5843,K36717
B5846,K38161
B5849,K8672
B5858,K27528
B5859,K8528
B5864,K9614
B5868,K7502
B5869,K6371
B5877,K7620
B5878,K7620
B5879,K2003
B5886,K42495
B5886,K5523
B5886,K9417
B5887,K6699
B5887,K39105
B5891,K15650
B5892,K71545
B5892,K7631
B5893,K34789
B5894,K59333
B5897,K34657
B5898,K34693
B5898,K34693
B5898,K33099
B5907,K34838
B5907,K42496
B5913,K49413
B5913,K58851
B5918,K19433
B5921,K33701
B5924,K9178
B5924,K20032
B5925,K7589
B5925,K32673
B5929,K10560
B5930,K35054
B5938,K31787
B5939,K34085
B5941,K66873
B5941,K67003
B5941,K47542
B5941,K2160
B5941,K9631
B5944,K25392
B5953,K4481
B5963,K5637
B5963,K55060
B5965,K44462
B5965,K44480
B5970,K40622
B5974,K26830
B5978,K71079
B5978,K57291
B5978,K11150
B5979,K25392
B5982,K45692
B5983,K69049
B5983,K7966
B5983,K68515
B5983,K6356
B5986,K35636
B5992,K70178
B5994,K48720
B5994,K5070
B5995,K63286
B5997,K44830
B6000,K12194
B6000,K57047
B6001,K40500
B6004,K45643
B6006,K10154
B6006,K58175
B6007,K10236
B6009,K45686
B6010,K21724
B6015,K42521
B6016,K46517
B6018,K30511
B6018,K45822
B6023,K5517
B6023,K10614
B6023,K36794
B6031,K68895
B6036,K66929
B6037,K24819
B6038,K48720
B6040,K18022
B6040,K17970
B6043,K22940
B6043,K2311
B6043,K23784
B6043,K9854
B6049,K22574
B6049,K25257
B6049,K38540
B6052,K65197
B6052,K12476
B6053,K21380
B6056,K16112
B6056,K29103
B6056,K30200
B6062,K38184
B6063,K34838
B6063,K42496
B6063,K71500
B6071,K61186
B6073,K41857
B6073,K4698
B6077,K42522
B6078,K63174
B6078,K23068
B6078,K8049
B6080,K51092
B6082,K68945
B6087,K6777
B6089,K24989
B6095,K40397
B6095,K45030
B6095,K40397
B6096,K8367
B6096,K7282
B6098,K55060
B6098,K6636
B6098,K6621
B6105,K7594
B6107,K38677
B6109,K9397
B6110,K18784
B6112,K9432
B6116,K24879
B6116,K24029
B6116,K23808
B6117,K34695
B6117,K64273
B6118,K42110
B6118,K1490
B6118,K4709
B6120,K33897
B6120,K31483
B6122,K9397
B6124,K13168
B6127,K9922
B6127,K57383
B6132,K3122
B6134,K56394
B6134,K26593
B6134,K5806
B6134,K8106
B6139,K46426
B6139,K68996
B6139,K1408
B6139,K39785
B6143,K67214
B6143,K26060
B6143,K2426
B6143,K1408
B6143,K39785
B6145,K67367
B6147,K23808
B6148,K56710
B6149,K8106
B6149,K5806
B6149,K26593
B6153,K46432
B6156,K63468
B6160,K22884
B6165,K11944
B6165,K65197
B6167,K55060
B6167,K2002
B6169,K46003
B6174,K46473
B6174,K46214
B6174,K17095
B6175,K53864
B6176,K53864
B6177,K44887
B6177,K11949
B6183,K34411
B6183,K1396
B6183,K5596
B6186,K23160
B6186,K34605
B6186,K26593
B6189,K46602
B6189,K31711
B6189,K2169
B6190,K46601
B6191,K3791
B6191,K10963
B6192,K60107
B6192,K54280
B6193,K9501
B6194,K11949
B6194,K46484
B6195,K71545
B6218,K12691
B6218,K48877
B6218,K19006
B6221,K46733
B6221,K67193
B6222,K758
B6222,K19781
B6222,K34902
B6222,K3789
B6229,K1297
B6229,K39143
B6230,K47537
B6233,K72013
B6233,K30977
B6234,K758
B6234,K19781
B6236,K43344
B6237,K67172
B6237,K65396
B6237,K42947
B6237,K22586
B6238,K68036
B6239,K59068
B6241,K50837
B6241,K1613
B6242,K12026
B6246,K15732
B6249,K23986
B6250,K38718
B6250,K44643
B6251,K15824
B6252,K2673
B6252,K2668
B6256,K24279
B6256,K9854
B6257,K72013
B6257,K23787
B6257,K71569
B6260,K49829
B6265,K56458
B6265,K59068
B6268,K50135
B6268,K64271
B6269,K4460
B6269,K64898
B6273,K46733
B6278,K31801
B6284,K26559
B6287,K26559
B6292,K56543
B6295,K46211
B6295,K1655
B6296,K56537
B6298,K63144
B6300,K34605
B6300,K30977
B6302,K4378
B6312,K44794
B6312,K5099
B6313,K46917
B6315,K47572
B6316,K46940
B6318,K4174
B6322,K68876
B6322,K10736
B6324,K65104
B6324,K68843
B6324,K68876
B6324,K10736
B6337,K58243
B6342,K58895
B6342,K52870
B6346,K4453
B6348,K69924
B6348,K49713
B6348,K10318
B6350,K12191
B6351,K41415
B6361,K16926
B6363,K14414
B6367,K23910
B6368,K34256
B6372,K3027
B6378,K18490
B6384,K47214
B6384,K47588
B6384,K59253
B6398,K27343
B6401,K49661
B6402,K18472
B6409,K57399
B6410,K8814
B6416,K22769
B6416,K10444
B6417,K19939
B6419,K13559
B6420,K14211
B6420,K5347
B6420,K10167
B6424,K60283
B6424,K57986
B6424,K54050
B6427,K4149
B6427,K4178
B6428,K49638
B6428,K7346
B6428,K31142
B6428,K7346
B6433,K5517
B6433,K10614
B6436,K10167
B6440,K49063
B6440,K21908
B6440,K60054
B6442,K60165
B6442,K21908
B6442,K60121
B6443,K58243
B6443,K30755
B6449,K11659
B6461,K12343
B6461,K11271
B6466,K45617
B6467,K69132
B6472,K47582
B6473,K35782
B6475,K55001
B6476,K53606
B6476,K9951
B6476,K47705
B6479,K66929
B6480,K48930
B6482,K12343
B6482,K11271
B6484,K68803
B6484,K66873
B6484,K53613
B6486,K66537
B6487,K60485
B6494,K64024
B6501,K5956
B6502,K66438
B6502,K70661
B6502,K18462
B6504,K40668
B6504,K48447
B6510,K4733
B6510,K1998
B6515,K57077
B6525,K47208
B6526,K2438
B6527,K18790
B6528,K4410
B6529,K66268
B6533,K18379
B6533,K5374
B6535,K18413
B6537,K18730
B6540,K342
B6543,K16815
B6544,K6366
B6544,K58033
B6544,K34407
B6544,K59009
B6544,K123
B6558,K4538
B6558,K18562
B6558,K71100
B6558,K25773
B6560,K45812
B6561,K57032
B6563,K47240
B6563,K24961
B6565,K3800
B6567,K62496
B6569,K21914
B6569,K62498
B6569,K34902
B6569,K70204
B6569,K20910
B6573,K11968
B6575,K62498
B6575,K67673
B6575,K14994
B6575,K59448
B6579,K60486
B6582,K20604
B6585,K38540
B6585,K25257
B6586,K15650
B6590,K11597
B6590,K48325
B6592,K58885
B6592,K46560
B6592,K66787
B6592,K71545
B6597,K11139
B6602,K3128
B6602,K15726
B6608,K19760
B6608,K69249
B6613,K19633
B6613,K30877
B6613,K70924
B6616,K18019
B6619,K33834
B6619,K70741
B6622,K22454
B6622,K19779
B6624,K34657
B6631,K23710
B6631,K47109
B6632,K23710
B6632,K47109
B6642,K21385
B6644,K49721
B6644,K49286
B6646,K18379
B6646,K1770
B6649,K65853
B6651,K59068
B6654,K68056
B6654,K61186
B6654,K67620
B6655,K68056
B6655,K61186
B6655,K67620
B6659,K34350
B6659,K66268
B6659,K69805
B6661,K62143
B6665,K22293
B6666,K18797
B6669,K61186
B6669,K21620
B6669,K11786
B6671,K4698
B6672,K17010
B6674,K65688
B6677,K4698
B6679,K23746
B6680,K9722
B6680,K62534
B6680,K47919
B6684,K23068
B6685,K14811
B6691,K15835
B6692,K17808
B6693,K60298
B6693,K20130
B6696,K13840
B6699,K70788
B6702,K19750
B6706,K32277
B6709,K15774
B6712,K31560
B6716,K69780
B6718,K18413
B6719,K67070
B6724,K70037
B6726,K26456
B6726,K18733
B6726,K40587
B6726,K45030
B6726,K40397
B6728,K8367
B6728,K7282
B6730,K18416
B6732,K18733
B6733,K30658
B6736,K12960
B6737,K12960
B6739,K12960
B6740,K67350
B6742,K70361
B6742,K21373
B6749,K18782
B6749,K18413
B6752,K67001
B6752,K49663
B6755,K11780
B6757,K60281
B6757,K14325
B6759,K18651
B6759,K10245
B6759,K4799
B6761,K68616
B6762,K62259
B6766,K24050
B6773,K22295
B6773,K27944
B6778,K14687
B6778,K18337
B6778,K49624
B6782,K70131
B6782,K3704
B6782,K3705
B6783,K9470
B6786,K66438
B6786,K56994
B6786,K70661
B6786,K18485
B6788,K25544
B6791,K48461
B6800,K26743
B6801,K48755
B6802,K25169
B6808,K50019
B6812,K48508
B6815,K65988
B6815,K46091
B6815,K53864
B6816,K12648
B6818,K48556
B6825,K48842
B6826,K70078
B6826,K46845
B6831,K70078
B6833,K51808
B6833,K50538
B6833,K50540
B6838,K49286
B6839,K70014
B6839,K65555
B6839,K38112
B6839,K5284
B6845,K4574
B6848,K59587
B6848,K34322
B6848,K45978
B6848,K11608
B6850,K66430
B6850,K27828
B6850,K34411
B6851,K49829
B6851,K54050
B6855,K48684
B6859,K19180
B6862,K54731
B6869,K31203
B6869,K50060
B6875,K19006
B6879,K22586
B6879,K47572
B6879,K67172
B6880,K65410
B6883,K56375
B6886,K53183
B6887,K46382
B6889,K69762
B6889,K3401
B6890,K11084
B6898,K53011
B6903,K2068
B6908,K51699
B6910,K32615
B6911,K48798
B6914,K51088
B6915,K55114
B6915,K48791
B6915,K512
B6919,K51333
B6923,K51240
B6924,K28622
B6928,K30200
B6928,K14125
B6928,K27343
B6928,K5632
B6928,K59628
B6928,K34117
B6929,K52167
B6929,K27884
B6933,K50576
B6934,K33785
B6942,K49820
